date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,new_cases,new_deaths,reproduction_rate,new_tests,positive_rate,tests_per_case,stringency_index
2021-08-25,32.0,4.0,31.0,-1.0,-9.0,13.0,504.0,10.0,0.95,0.0,0.04,25.0,54.63
2021-08-26,31.0,3.0,26.0,2.0,-10.0,13.0,570.0,8.0,0.96,0.0,0.0396,25.3,54.63
2021-08-27,28.0,6.0,28.0,1.0,-10.0,15.0,522.0,9.0,0.96,0.0,0.0405,24.7,54.63
2021-08-28,35.0,14.0,35.0,7.0,5.0,11.0,519.0,9.0,0.96,18193.0,0.0393,25.5,54.63
2021-08-29,15.0,1.0,28.0,-5.0,-5.0,13.0,371.0,5.0,0.95,26058.0,0.0352,28.4,54.63
2021-08-30,31.0,3.0,33.0,2.0,-8.0,14.0,518.0,4.0,0.95,23042.0,0.0322,31.1,54.63
2021-08-31,31.0,5.0,31.0,-2.0,-9.0,12.0,496.0,6.0,0.94,8766.0,0.0314,31.9,54.63
2021-09-01,36.0,6.0,30.0,3.0,-8.0,13.0,570.0,8.0,0.93,14241.0,0.0306,32.6,54.63
2021-09-02,39.0,6.0,28.0,3.0,-7.0,12.0,485.0,8.0,0.92,12357.0,0.0301,33.2,51.85
2021-09-03,38.0,9.0,31.0,0.0,-5.0,12.0,490.0,7.0,0.9,11604.0,0.0302,33.1,51.85
2021-09-04,45.0,21.0,39.0,3.0,10.0,10.0,352.0,5.0,0.89,12737.0,0.0302,33.2,51.85
2021-09-05,24.0,7.0,30.0,-7.0,2.0,11.0,244.0,7.0,0.89,12230.0,0.0332,30.1,51.85
2021-09-06,39.0,9.0,33.0,4.0,-5.0,13.0,377.0,10.0,0.89,0.0,0.0358,27.9,51.85
2021-09-07,37.0,8.0,32.0,-1.0,-4.0,12.0,453.0,7.0,0.9,0.0,0.0339,29.5,51.85
2021-09-08,38.0,6.0,30.0,2.0,-4.0,11.0,483.0,6.0,0.91,0.0,0.0338,29.6,51.85
2021-09-09,36.0,3.0,27.0,-1.0,-5.0,12.0,474.0,6.0,0.92,0.0,0.0338,29.6,51.85
2021-09-10,35.0,2.0,37.0,-3.0,-3.0,12.0,470.0,5.0,0.92,12128.0,0.0333,30.0,51.85
2021-09-11,41.0,15.0,47.0,1.0,12.0,10.0,0.0,0.0,0.91,0.0,0.0296,33.8,51.85
2021-09-12,22.0,3.0,36.0,-12.0,3.0,12.0,595.0,14.0,0.96,0.0,0.034,29.4,51.85
2021-09-13,39.0,9.0,41.0,2.0,-2.0,12.0,459.0,3.0,0.95,11795.0,0.0351,28.5,51.85
2021-09-14,39.0,6.0,38.0,0.0,-6.0,11.0,488.0,5.0,0.93,10027.0,0.0365,27.4,51.85
2021-09-15,36.0,4.0,36.0,3.0,-7.0,10.0,488.0,4.0,0.9,0.0,0.0361,27.7,51.85
2021-09-16,38.0,2.0,30.0,3.0,-7.0,11.0,423.0,9.0,0.86,0.0,0.0351,28.5,51.85
2021-09-17,33.0,3.0,27.0,1.0,-7.0,12.0,415.0,6.0,0.82,14495.0,0.0335,29.8,51.85
2021-09-18,38.0,13.0,37.0,2.0,10.0,10.0,224.0,7.0,0.79,9244.0,0.0372,26.9,51.85
2021-09-19,26.0,2.0,34.0,-8.0,-1.0,12.0,140.0,4.0,0.75,25704.0,0.0271,36.9,51.85
2021-09-20,42.0,9.0,39.0,5.0,-3.0,11.0,246.0,5.0,0.73,5447.0,0.0267,37.5,51.85
2021-09-21,35.0,4.0,38.0,-2.0,-4.0,12.0,264.0,6.0,0.72,15638.0,0.0228,43.9,51.85
2021-09-22,43.0,7.0,37.0,6.0,-1.0,10.0,256.0,5.0,0.71,10186.0,0.021,47.6,51.85
2021-09-23,40.0,5.0,28.0,5.0,-2.0,10.0,314.0,7.0,0.71,0.0,0.0204,49.0,51.85
2021-09-24,42.0,6.0,35.0,6.0,-1.0,9.0,233.0,9.0,0.69,0.0,0.0193,51.8,51.85
2021-09-25,42.0,15.0,45.0,7.0,9.0,8.0,157.0,6.0,0.68,0.0,0.0182,54.9,51.85
2021-09-26,27.0,5.0,33.0,0.0,-1.0,11.0,112.0,4.0,0.66,0.0,0.0215,46.5,51.85
2021-09-27,41.0,9.0,38.0,7.0,1.0,11.0,143.0,6.0,0.66,14529.0,0.0179,55.9,51.85
2021-09-28,43.0,10.0,37.0,3.0,0.0,9.0,208.0,1.0,0.66,8873.0,0.0187,53.4,51.85
2021-09-29,45.0,9.0,37.0,9.0,-1.0,9.0,168.0,5.0,0.65,19447.0,0.0157,63.8,51.85
2021-09-30,40.0,10.0,32.0,10.0,0.0,10.0,159.0,9.0,0.64,11085.0,0.0137,72.9,51.85
2021-10-01,41.0,11.0,37.0,13.0,1.0,9.0,178.0,3.0,0.65,0.0,0.0128,77.9,51.85
2021-10-02,46.0,21.0,44.0,13.0,13.0,7.0,86.0,5.0,0.64,0.0,0.0119,84.1,51.85
2021-10-03,24.0,5.0,33.0,0.0,-2.0,10.0,89.0,2.0,0.65,0.0,0.0111,90.4,51.85
2021-10-04,46.0,18.0,44.0,14.0,4.0,8.0,81.0,5.0,0.65,0.0,0.0103,97.1,51.85
2021-10-05,43.0,13.0,40.0,8.0,1.0,9.0,126.0,2.0,0.66,7506.0,0.0096,104.5,51.85
2021-10-06,45.0,14.0,37.0,14.0,1.0,9.0,132.0,6.0,0.68,9113.0,0.0103,96.8,51.85
2021-10-07,46.0,13.0,34.0,14.0,2.0,9.0,136.0,1.0,0.69,7602.0,0.0105,95.3,51.85
2021-10-08,43.0,12.0,36.0,13.0,3.0,9.0,140.0,3.0,0.7,10466.0,0.0102,98.0,51.85
2021-10-09,52.0,25.0,48.0,17.0,16.0,6.0,114.0,4.0,0.69,0.0,0.0102,98.0,51.85
2021-10-10,33.0,12.0,35.0,5.0,4.0,9.0,98.0,4.0,0.68,0.0,0.0104,96.0,51.85
2021-10-11,42.0,11.0,37.0,14.0,4.0,9.0,48.0,0.0,0.64,13088.0,0.0103,97.1,51.85
2021-10-12,41.0,10.0,38.0,8.0,4.0,8.0,95.0,3.0,0.62,7498.0,0.0099,101.0,51.85
2021-10-13,44.0,10.0,40.0,11.0,4.0,8.0,86.0,1.0,0.6,7671.0,0.0095,105.5,51.85
2021-10-14,38.0,4.0,35.0,8.0,5.0,8.0,61.0,1.0,0.59,7714.0,0.0085,118.0,51.85
2021-10-15,39.0,5.0,39.0,7.0,6.0,8.0,80.0,0.0,0.58,8376.0,0.0079,126.5,51.85
2021-10-16,44.0,12.0,42.0,8.0,15.0,7.0,61.0,0.0,0.57,0.0,0.0078,129.0,51.85
2021-10-17,27.0,4.0,32.0,3.0,3.0,11.0,17.0,0.0,0.55,0.0,0.0071,140.3,51.85
2021-10-18,40.0,9.0,45.0,13.0,5.0,9.0,36.0,0.0,0.54,0.0,0.0074,135.4,51.85
2021-10-19,38.0,5.0,45.0,6.0,3.0,9.0,32.0,1.0,0.53,6811.0,0.0064,156.4,51.85
2021-10-20,40.0,4.0,38.0,10.0,5.0,9.0,39.0,0.0,0.55,7792.0,0.0056,179.3,51.85
2021-10-21,38.0,3.0,32.0,5.0,4.0,10.0,36.0,2.0,0.57,5791.0,0.0053,187.8,51.85
2021-10-22,42.0,3.0,33.0,5.0,6.0,9.0,37.0,2.0,0.61,0.0,0.0046,217.0,51.85
2021-10-23,46.0,14.0,35.0,5.0,15.0,8.0,29.0,2.0,0.65,0.0,0.0041,241.4,51.85
2021-10-24,30.0,4.0,31.0,0.0,2.0,11.0,20.0,0.0,0.7,0.0,0.004,249.0,51.85
2021-10-25,40.0,6.0,37.0,6.0,8.0,10.0,57.0,0.0,0.75,0.0,0.0042,238.0,51.85
2021-10-26,42.0,7.0,41.0,5.0,7.0,9.0,43.0,1.0,0.77,0.0,0.0042,239.6,51.85
2021-10-27,47.0,8.0,38.0,10.0,6.0,8.0,40.0,1.0,0.79,0.0,0.0041,246.5,51.85
2021-10-28,43.0,5.0,31.0,6.0,6.0,9.0,51.0,5.0,0.83,9272.0,0.0041,245.7,51.85
2021-10-29,48.0,8.0,40.0,11.0,8.0,8.0,63.0,1.0,0.85,8690.0,0.0044,227.5,51.85
2021-10-30,54.0,20.0,44.0,11.0,14.0,6.0,53.0,0.0,0.85,0.0,0.0042,236.2,51.85
2021-10-31,32.0,8.0,35.0,6.0,2.0,9.0,17.0,3.0,0.83,0.0,0.004,252.0,51.85
2021-11-01,42.0,9.0,38.0,8.0,8.0,10.0,29.0,1.0,0.82,0.0,0.0034,290.8,51.85
2021-11-02,43.0,10.0,39.0,5.0,8.0,8.0,38.0,0.0,0.82,8346.0,0.0034,290.7,51.85
2021-11-03,48.0,10.0,40.0,10.0,7.0,7.0,55.0,0.0,0.82,7871.0,0.0037,270.0,51.85
2021-11-04,43.0,6.0,29.0,8.0,8.0,9.0,34.0,0.0,0.8,7373.0,0.0036,279.3,51.85
2021-11-05,49.0,7.0,33.0,11.0,9.0,7.0,44.0,0.0,0.8,8071.0,0.0034,296.6,51.85
2021-11-06,54.0,21.0,44.0,14.0,15.0,6.0,33.0,0.0,0.78,12168.0,0.0033,304.5,51.85
2021-11-07,31.0,9.0,37.0,5.0,1.0,10.0,16.0,2.0,0.77,0.0,0.0032,311.1,51.85
2021-11-08,45.0,10.0,43.0,10.0,12.0,8.0,31.0,0.0,0.75,0.0,0.0032,314.0,51.85
2021-11-09,43.0,7.0,40.0,7.0,10.0,9.0,22.0,1.0,0.72,7615.0,0.003,332.3,51.85
2021-11-10,47.0,7.0,36.0,8.0,9.0,7.0,19.0,0.0,0.72,7854.0,0.0025,392.3,51.85
2021-11-11,41.0,3.0,30.0,3.0,9.0,9.0,28.0,1.0,0.74,5920.0,0.0025,397.0,51.85
2021-11-12,46.0,6.0,32.0,6.0,9.0,8.0,35.0,0.0,0.76,6845.0,0.0024,409.8,51.85
2021-11-13,54.0,17.0,45.0,11.0,13.0,7.0,43.0,2.0,0.76,10350.0,0.0026,379.3,51.85
2021-11-14,30.0,7.0,35.0,5.0,2.0,11.0,11.0,0.0,0.71,13577.0,0.0027,368.6,51.85
2021-11-15,47.0,11.0,43.0,11.0,10.0,9.0,12.0,0.0,0.66,0.0,0.0027,375.4,51.85
2021-11-16,46.0,9.0,39.0,4.0,10.0,9.0,16.0,0.0,0.63,0.0,0.0024,413.7,51.85
2021-11-17,46.0,6.0,37.0,7.0,9.0,8.0,19.0,0.0,0.62,0.0,0.0023,436.9,51.85
2021-11-18,45.0,4.0,35.0,7.0,9.0,9.0,7.0,1.0,0.6,0.0,0.0018,541.1,51.85
2021-11-19,44.0,6.0,33.0,8.0,9.0,8.0,6.0,0.0,0.63,0.0,0.0014,720.9,51.85
2021-11-20,56.0,18.0,49.0,10.0,16.0,7.0,11.0,1.0,0.69,0.0,0.001,1018.1,51.85
2021-11-21,33.0,9.0,36.0,3.0,3.0,10.0,10.0,0.0,0.75,0.0,0.001,1006.9,51.85
2021-11-22,47.0,10.0,40.0,10.0,11.0,10.0,15.0,1.0,0.8,0.0,0.001,970.9,51.85
2021-11-23,50.0,9.0,39.0,6.0,10.0,9.0,23.0,0.0,0.84,7545.0,0.0012,851.2,51.85
2021-11-24,49.0,7.0,36.0,13.0,9.0,8.0,22.0,0.0,0.85,9207.0,0.0013,798.0,51.85
2021-11-25,42.0,4.0,31.0,9.0,7.0,11.0,26.0,0.0,0.86,12786.0,0.0015,673.9,51.85
2021-11-26,51.0,12.0,39.0,14.0,9.0,7.0,8.0,0.0,0.83,10341.0,0.0015,650.7,51.85
2021-11-27,59.0,26.0,59.0,18.0,13.0,8.0,14.0,1.0,0.84,12065.0,0.0016,637.7,51.85
2021-11-28,39.0,13.0,41.0,10.0,3.0,9.0,5.0,0.0,0.84,19776.0,0.0014,737.8,54.63
2021-11-29,48.0,14.0,45.0,12.0,10.0,9.0,14.0,0.0,0.86,20915.0,0.0012,827.1,54.63
2021-11-30,48.0,13.0,46.0,8.0,10.0,9.0,5.0,0.0,0.86,11792.0,0.001,1030.6,50.46
2021-12-01,49.0,10.0,46.0,11.0,8.0,8.0,13.0,1.0,0.93,8322.0,0.0009,1129.4,50.46
2021-12-02,52.0,14.0,41.0,15.0,10.0,9.0,19.0,0.0,1.0,8513.0,0.0009,1175.9,50.46
2021-12-03,56.0,12.0,43.0,13.0,10.0,8.0,10.0,0.0,1.07,8482.0,0.0009,1123.3,50.46
2021-12-04,60.0,25.0,52.0,18.0,18.0,6.0,13.0,0.0,1.16,14002.0,0.0009,1162.1,50.46
2021-12-05,39.0,14.0,38.0,9.0,4.0,10.0,10.0,0.0,1.26,22617.0,0.0009,1126.7,50.46
2021-12-06,50.0,13.0,46.0,12.0,13.0,10.0,15.0,0.0,1.38,23956.0,0.0009,1149.2,50.46
2021-12-07,48.0,12.0,45.0,7.0,14.0,9.0,20.0,0.0,1.5,11988.0,0.001,978.8,50.46
2021-12-08,53.0,13.0,45.0,10.0,16.0,8.0,15.0,1.0,1.64,8384.0,0.001,960.3,50.46
2021-12-09,51.0,12.0,41.0,9.0,14.0,8.0,53.0,0.0,1.84,9186.0,0.0014,725.1,50.46
2021-12-10,50.0,10.0,42.0,7.0,13.0,8.0,39.0,0.0,1.92,11477.0,0.0016,615.8,50.46
2021-12-11,61.0,22.0,53.0,9.0,21.0,7.0,28.0,0.0,2.0,14980.0,0.0018,569.9,50.46
2021-12-12,36.0,7.0,45.0,5.0,10.0,10.0,50.0,0.0,2.12,25719.0,0.0021,480.4,50.46
2021-12-13,48.0,16.0,44.0,10.0,16.0,10.0,0.0,0.0,2.23,22514.0,0.002,508.5,50.46
2021-12-14,50.0,13.0,49.0,6.0,14.0,9.0,129.0,0.0,2.48,24216.0,0.0027,370.9,50.46
2021-12-15,51.0,12.0,39.0,11.0,13.0,8.0,125.0,0.0,2.52,0.0,0.0038,266.5,50.46
2021-12-16,49.0,10.0,40.0,10.0,9.0,9.0,142.0,0.0,2.52,0.0,0.0047,211.9,50.46
2021-12-17,42.0,8.0,40.0,9.0,8.0,11.0,153.0,0.0,2.52,12246.0,0.0057,174.6,50.46
2021-12-18,54.0,22.0,63.0,16.0,18.0,8.0,230.0,0.0,2.53,19327.0,0.0073,137.3,50.46
2021-12-19,32.0,9.0,45.0,3.0,9.0,10.0,169.0,0.0,2.49,33530.0,0.0078,128.3,50.46
2021-12-20,42.0,14.0,42.0,8.0,5.0,12.0,307.0,1.0,2.48,32826.0,0.0095,105.2,50.46
2021-12-21,41.0,14.0,44.0,9.0,-1.0,14.0,343.0,0.0,2.43,17390.0,0.0117,85.2,50.46
2021-12-22,45.0,17.0,41.0,12.0,-2.0,12.0,465.0,0.0,2.39,11171.0,0.0138,72.6,50.46
2021-12-23,45.0,20.0,44.0,19.0,-4.0,13.0,473.0,0.0,2.34,14269.0,0.0152,65.8,50.46
2021-12-24,49.0,33.0,52.0,19.0,-9.0,12.0,629.0,0.0,2.32,17843.0,0.0179,55.9,50.46
2021-12-25,-1.0,-14.0,37.0,-15.0,-38.0,17.0,713.0,1.0,2.27,17813.0,0.0214,46.7,50.46
2021-12-26,17.0,3.0,43.0,-9.0,-11.0,15.0,515.0,1.0,2.21,18127.0,0.0266,37.6,50.46
2021-12-27,31.0,5.0,57.0,3.0,-42.0,22.0,962.0,1.0,2.18,14469.0,0.0369,27.1,50.46
2021-12-28,41.0,17.0,54.0,8.0,-13.0,15.0,998.0,0.0,2.11,19569.0,0.042,23.8,50.46
2021-12-29,42.0,14.0,53.0,11.0,-13.0,15.0,2083.0,1.0,2.05,17786.0,0.0532,18.8,50.46
2021-12-30,40.0,11.0,44.0,10.0,-14.0,17.0,1488.0,0.0,1.88,22797.0,0.0575,17.4,50.46
2021-12-31,34.0,19.0,46.0,12.0,-17.0,18.0,1228.0,1.0,1.72,24501.0,0.0591,16.9,50.46
2022-01-01,-2.0,-21.0,42.0,-19.0,-43.0,21.0,868.0,1.0,1.57,20718.0,0.059,16.9,50.46
2022-01-02,15.0,1.0,44.0,-8.0,-10.0,16.0,928.0,4.0,1.47,16504.0,0.0627,15.9,50.46
2022-01-03,26.0,5.0,59.0,4.0,-42.0,24.0,998.0,2.0,1.37,11075.0,0.0646,15.5,50.46
2022-01-04,40.0,13.0,55.0,12.0,-6.0,16.0,1477.0,0.0,1.28,13790.0,0.0713,14.0,50.46
2022-01-05,39.0,14.0,48.0,14.0,-4.0,15.0,1066.0,5.0,1.19,19074.0,0.0627,16.0,50.46
2022-01-06,35.0,10.0,40.0,13.0,-3.0,16.0,1219.0,5.0,1.12,22883.0,0.0606,16.5,50.46
2022-01-07,33.0,10.0,47.0,7.0,-1.0,18.0,1079.0,0.0,1.06,20485.0,0.0613,16.3,50.46
2022-01-08,42.0,24.0,53.0,13.0,21.0,13.0,953.0,6.0,1.0,20423.0,0.0621,16.1,50.46
2022-01-09,23.0,12.0,41.0,4.0,10.0,15.0,610.0,2.0,0.94,24992.0,0.0558,17.9,50.46
2022-01-10,40.0,17.0,52.0,15.0,5.0,14.0,758.0,9.0,0.87,20835.0,0.0503,19.9,48.15
2022-01-11,37.0,12.0,52.0,9.0,5.0,14.0,661.0,3.0,0.81,18755.0,0.043,23.2,48.15
2022-01-12,37.0,9.0,44.0,12.0,7.0,13.0,763.0,4.0,0.77,22262.0,0.0401,24.9,48.15
2022-01-13,31.0,4.0,36.0,9.0,7.0,16.0,720.0,4.0,0.74,19984.0,0.0375,26.6,48.15
2022-01-14,27.0,0.0,43.0,4.0,8.0,16.0,533.0,4.0,0.71,17669.0,0.0345,29.0,48.15
2022-01-15,40.0,18.0,55.0,10.0,25.0,15.0,383.0,4.0,0.7,15560.0,0.0316,31.6,48.15
2022-01-16,19.0,5.0,41.0,4.0,10.0,17.0,364.0,5.0,0.69,19980.0,0.031,32.3,48.15
2022-01-17,39.0,10.0,46.0,12.0,12.0,16.0,402.0,3.0,0.67,17143.0,0.0291,34.3,48.15
2022-01-18,25.0,-1.0,49.0,-1.0,10.0,16.0,565.0,2.0,0.65,12593.0,0.0298,33.6,48.15
2022-01-19,38.0,5.0,44.0,4.0,12.0,16.0,552.0,4.0,0.63,15854.0,0.0296,33.8,48.15
2022-01-20,34.0,4.0,38.0,5.0,12.0,18.0,542.0,5.0,0.6,12585.0,0.03,33.3,48.15
2022-01-21,34.0,4.0,47.0,3.0,14.0,18.0,428.0,6.0,0.57,14309.0,0.03,33.4,48.15
2022-01-22,41.0,18.0,53.0,10.0,26.0,16.0,247.0,4.0,0.53,15432.0,0.0287,34.8,48.15
2022-01-23,19.0,2.0,39.0,-4.0,9.0,21.0,107.0,0.0,0.49,15414.0,0.0275,36.3,48.15
2022-01-24,36.0,9.0,49.0,4.0,15.0,17.0,196.0,1.0,0.44,9309.0,0.0276,36.2,48.15
2022-01-25,41.0,9.0,50.0,3.0,14.0,16.0,173.0,0.0,0.39,9202.0,0.0244,41.0,48.15
2022-01-26,39.0,7.0,45.0,7.0,12.0,14.0,131.0,1.0,0.35,13158.0,0.0204,49.0,48.15
2022-01-27,41.0,7.0,40.0,9.0,14.0,15.0,120.0,2.0,0.33,12773.0,0.0156,63.9,48.15
2022-01-28,44.0,10.0,46.0,9.0,16.0,14.0,79.0,2.0,0.32,25520.0,0.0104,95.7,48.15
2022-01-29,52.0,24.0,57.0,15.0,27.0,13.0,94.0,0.0,0.32,0.0,0.0097,103.1,48.15
2022-01-30,28.0,12.0,46.0,4.0,11.0,17.0,39.0,0.0,0.31,0.0,0.0098,101.8,48.15
2022-01-31,37.0,8.0,45.0,4.0,16.0,17.0,50.0,2.0,0.29,12406.0,0.0078,128.0,48.15
2022-02-01,34.0,6.0,52.0,-1.0,-33.0,27.0,42.0,4.0,0.26,9234.0,0.0063,158.3,50.93
2022-02-02,41.0,10.0,44.0,7.0,18.0,14.0,38.0,0.0,0.26,10439.0,0.0054,184.3,50.93
2022-02-03,43.0,12.0,43.0,11.0,17.0,15.0,68.0,0.0,0.27,7379.0,0.0051,194.5,50.93
2022-02-04,41.0,9.0,48.0,9.0,18.0,15.0,45.0,1.0,0.28,10048.0,0.0059,170.9,50.93
2022-02-05,52.0,20.0,61.0,18.0,27.0,14.0,41.0,1.0,0.3,10099.0,0.0048,207.4,50.93
2022-02-06,27.0,9.0,41.0,6.0,9.0,18.0,16.0,0.0,0.3,15270.0,0.004,249.6,50.93
2022-02-07,42.0,14.0,53.0,8.0,17.0,16.0,16.0,1.0,0.29,12954.0,0.0035,283.6,50.93
2022-02-08,43.0,13.0,52.0,5.0,16.0,14.0,20.0,0.0,0.28,9235.0,0.0032,309.1,50.93
2022-02-09,45.0,11.0,49.0,9.0,17.0,13.0,33.0,2.0,0.29,11264.0,0.0031,319.0,50.93
2022-02-10,42.0,8.0,43.0,9.0,16.0,15.0,24.0,0.0,0.31,10332.0,0.0025,406.2,50.93
2022-02-11,44.0,12.0,49.0,12.0,18.0,14.0,44.0,0.0,0.33,11651.0,0.0024,416.5,50.93
2022-02-12,57.0,25.0,66.0,17.0,27.0,13.0,17.0,1.0,0.34,11082.0,0.0021,481.1,50.93
2022-02-13,32.0,14.0,50.0,10.0,11.0,17.0,3.0,0.0,0.34,17829.0,0.0019,537.3,50.93
2022-02-14,58.0,22.0,61.0,14.0,20.0,13.0,13.0,2.0,0.34,12262.0,0.0018,543.2,50.93
2022-02-15,40.0,11.0,53.0,8.0,19.0,15.0,15.0,0.0,0.33,9707.0,0.0018,564.6,45.37
2022-02-16,38.0,6.0,48.0,5.0,16.0,16.0,11.0,0.0,0.35,11182.0,0.0015,661.7,45.37
2022-02-17,42.0,10.0,46.0,10.0,18.0,14.0,8.0,2.0,0.38,9935.0,0.0013,753.6,45.37
2022-02-18,46.0,12.0,64.0,11.0,20.0,13.0,14.0,0.0,0.43,10530.0,0.001,1018.9,45.37
2022-02-19,55.0,23.0,79.0,17.0,30.0,14.0,10.0,1.0,0.49,10367.0,0.0009,1105.6,45.37
2022-02-20,15.0,-2.0,48.0,-3.0,4.0,22.0,3.0,1.0,0.54,14123.0,0.0009,1055.5,45.37
2022-02-21,53.0,18.0,80.0,16.0,22.0,15.0,6.0,0.0,0.61,16730.0,0.0008,1232.5,45.37
2022-02-22,50.0,17.0,96.0,11.0,22.0,14.0,41.0,1.0,0.69,9016.0,0.0011,880.5,45.37
2022-02-23,49.0,13.0,102.0,14.0,20.0,16.0,17.0,0.0,0.69,11153.0,0.0012,826.8,45.37
2022-02-24,45.0,10.0,98.0,14.0,21.0,17.0,32.0,0.0,0.7,10702.0,0.0015,671.7,45.37
2022-02-25,61.0,21.0,117.0,26.0,23.0,15.0,15.0,0.0,0.68,12912.0,0.0015,685.5,45.37
2022-02-26,68.0,25.0,125.0,24.0,27.0,15.0,2.0,0.0,0.66,14527.0,0.0013,768.7,45.37
2022-02-27,50.0,28.0,111.0,26.0,23.0,16.0,4.0,0.0,0.66,18837.0,0.0012,802.4,45.37
2022-02-28,53.0,23.0,135.0,22.0,26.0,16.0,13.0,0.0,0.68,18213.0,0.0013,769.1,45.37
2022-03-01,56.0,21.0,136.0,15.0,25.0,15.0,14.0,0.0,0.69,12861.0,0.001,1022.7,45.37
2022-03-02,49.0,15.0,131.0,14.0,24.0,17.0,17.0,0.0,0.7,21820.0,0.0009,1132.7,45.37
2022-03-03,64.0,25.0,167.0,28.0,28.0,14.0,10.0,1.0,0.0,0.0,0.0007,1389.2,45.37
